Trip_ID,Date,Pickup_Time,Pickup_Location_ID,Pickup_Location,Drop_Location_ID,Drop_Location,Driver_ID,Vehicle_ID,Trip_Status,Fare,Distance_KM,Duration_Minutes,Payment_Type,Cancellation_Reason
T005117,2026-03-30,17:56:00,L007,Borivali,L006,Dadar,D0255,V0048,Completed,127.06,4.71,30,Debit Card,
T005118,2026-05-26,18:51:00,L006,Dadar,L002,Bandra,D0201,V0033,Completed,154.79,8.63,66,UPI,
T005119,2026-06-18,18:01:00,L012,Ghansoli,L010,Nerul,D0011,V0172,Completed,135.95,4.56,34,Debit Card,
T005120,2026-02-13,17:59:00,L006,Dadar,L003,Powai,D0057,V0216,Completed,130.93,5.17,41,Cash,
T005121,2026-05-30,22:50:00,L011,Airoli,L001,Andheri,D0235,V0207,Completed,107.59,3.27,25,Credit Card,
T005122,2026-06-14,10:00:00,L004,Kurla,L002,Bandra,D0165,V0247,Completed,253.37,10.5,63,Credit Card,
T005123,2026-05-23,05:08:00,L005,Thane,L006,Dadar,D0030,V0243,Completed,178.64,8.8,45,Wallet,
T005124,2026-04-18,18:03:00,L002,Bandra,L010,Nerul,D0072,V0075,Completed,181.61,8.59,61,Cash,
T005125,2026-06-05,17:22:00,L003,Powai,L007,Borivali,D0001,V0044,Completed,101.14,3.82,33,Debit Card,
T005126,2026-03-29,11:04:00,L004,Kurla,L003,Powai,D0223,V0051,Completed,211.48,8.28,54,Debit Card,
T005127,2026-01-02,06:53:00,L009,Vashi,L003,Powai,D0110,V0104,Completed,407.97,21.03,142,UPI,
T005128,2026-01-14,08:55:00,L011,Airoli,L004,Kurla,D0023,V0142,Completed,94.78,2.84,28,Credit Card,
T005129,2026-01-05,19:06:00,L009,Vashi,L012,Ghansoli,D0191,V0113,Completed,103.76,3.53,30,Wallet,
T005130,2026-02-26,11:26:00,L003,Powai,L012,Ghansoli,D0285,V0236,Completed,101.92,3.69,34,Cash,
T005131,2026-03-02,12:36:00,L003,Powai,L002,Bandra,D0177,V0077,Completed,159.84,7.17,58,Credit Card,
T005132,2026-05-14,14:04:00,L007,Borivali,L004,Kurla,D0108,V0025,Completed,91.0,2.65,16,Wallet,
T005133,2026-05-12,04:00:00,L002,Bandra,L009,Vashi,D0080,V0043,Completed,188.67,9.44,66,Credit Card,
T005134,2026-06-22,06:08:00,L006,Dadar,L002,Bandra,D0092,V0054,Completed,67.19,1.2,13,UPI,
T005135,2026-05-01,16:04:00,L010,Nerul,L005,Thane,D0137,V0176,Completed,253.29,11.36,81,Wallet,
T005136,2026-04-07,07:12:00,L007,Borivali,L008,Ghatkopar,D0053,V0053,Completed,167.24,8.48,54,Credit Card,
T005137,2026-06-26,22:44:00,L005,Thane,L002,Bandra,D0228,V0175,Completed,418.17,20.72,147,Cash,
T005138,2026-02-23,23:03:00,L003,Powai,L005,Thane,D0092,V0067,Completed,94.9,2.95,25,Debit Card,
T005139,2026-03-21,08:13:00,L011,Airoli,L012,Ghansoli,D0099,V0183,Cancelled,0.0,13.16,92,Cash,Driver unavailable
T005140,2026-01-17,06:08:00,L010,Nerul,L003,Powai,D0227,V0005,Completed,151.93,6.13,54,UPI,
T005141,2026-04-18,19:27:00,L011,Airoli,L005,Thane,D0065,V0025,Completed,143.74,5.26,36,UPI,
T005142,2026-05-08,21:53:00,L012,Ghansoli,L004,Kurla,D0039,V0021,Completed,84.66,2.83,21,Credit Card,
T005143,2026-04-11,03:52:00,L006,Dadar,L003,Powai,D0024,V0160,Completed,125.05,4.61,39,Debit Card,
T005144,2026-03-30,06:12:00,L009,Vashi,L010,Nerul,D0184,V0108,Completed,124.93,4.78,33,Wallet,
T005145,2026-02-28,19:57:00,L003,Powai,L012,Ghansoli,D0005,V0086,Completed,75.03,1.77,16,Wallet,
T005146,2026-05-20,20:01:00,L008,Ghatkopar,L007,Borivali,D0224,V0183,Completed,172.05,8.42,60,Wallet,
T005147,2026-04-01,22:10:00,L009,Vashi,L010,Nerul,D0052,V0132,Completed,195.64,7.67,51,Credit Card,
T005148,2026-03-29,18:16:00,L008,Ghatkopar,L005,Thane,D0298,V0034,Cancelled,0.0,9.89,60,Debit Card,Wrong pickup location
T005149,2026-06-24,21:35:00,L003,Powai,L004,Kurla,D0137,V0139,Completed,114.88,4.15,33,Credit Card,
T005150,2026-05-18,10:22:00,L011,Airoli,L007,Borivali,D0159,V0155,Cancelled,0.0,11.65,53,Credit Card,Driver cancelled
T005151,2026-02-05,17:37:00,L002,Bandra,L005,Thane,D0068,V0195,Completed,263.89,15.7,86,Wallet,
T005152,2026-01-22,09:57:00,L009,Vashi,L003,Powai,D0226,V0207,Completed,158.81,5.57,37,Cash,
T005153,2026-02-24,18:22:00,L006,Dadar,L005,Thane,D0188,V0076,Cancelled,0.0,3.01,23,Debit Card,Customer cancelled
T005154,2026-01-03,19:50:00,L008,Ghatkopar,L011,Airoli,D0112,V0031,Cancelled,0.0,6.91,56,Cash,Wrong pickup location
T005155,2026-06-06,18:16:00,L007,Borivali,L009,Vashi,D0203,V0083,Completed,160.26,6.68,41,Wallet,
T005156,2026-01-23,19:50:00,L011,Airoli,L010,Nerul,D0098,V0282,Cancelled,0.0,5.79,44,UPI,Wrong pickup location
T005157,2026-02-23,20:46:00,L006,Dadar,L001,Andheri,D0227,V0121,Completed,243.2,9.9,59,Credit Card,
T005158,2026-01-03,12:25:00,L009,Vashi,L002,Bandra,D0178,V0049,Completed,129.52,5.07,29,Wallet,
T005159,2026-03-27,13:40:00,L007,Borivali,L003,Powai,D0037,V0241,Cancelled,0.0,2.8,27,Debit Card,Customer cancelled
T005160,2026-03-21,08:32:00,L002,Bandra,L005,Thane,D0138,V0186,Completed,143.35,7.37,54,Credit Card,
T005161,2026-06-01,17:21:00,L004,Kurla,L011,Airoli,D0018,V0036,Completed,192.74,10.23,56,Credit Card,
T005162,2026-03-24,11:21:00,L001,Andheri,L002,Bandra,D0065,V0073,Completed,248.7,10.8,82,Wallet,
T005163,2026-03-18,16:13:00,L002,Bandra,L003,Powai,D0028,V0184,Completed,129.97,4.82,33,Wallet,
T005164,2026-03-01,02:36:00,L012,Ghansoli,L003,Powai,D0095,V0078,Completed,204.6,8.13,41,Debit Card,
T005165,2026-04-20,13:50:00,L010,Nerul,L008,Ghatkopar,D0024,V0207,Completed,260.88,15.89,78,Cash,
T005166,2026-04-07,18:28:00,L005,Thane,L001,Andheri,D0010,V0004,Completed,263.4,13.42,99,Credit Card,
T005167,2026-06-26,20:37:00,L011,Airoli,L007,Borivali,D0095,V0188,Completed,70.16,1.66,23,UPI,
T005168,2026-02-06,06:23:00,L006,Dadar,L004,Kurla,D0027,V0061,Completed,152.03,5.11,36,Debit Card,
T005169,2026-03-08,12:37:00,L004,Kurla,L008,Ghatkopar,D0032,V0219,Completed,269.12,15.23,79,UPI,
T005170,2026-02-23,17:17:00,L009,Vashi,L003,Powai,D0094,V0062,Completed,82.37,1.65,19,Debit Card,
T005171,2026-02-16,01:55:00,L006,Dadar,L004,Kurla,D0084,V0052,Completed,171.28,6.3,55,Wallet,
T005172,2026-03-25,20:22:00,L006,Dadar,L001,Andheri,D0079,V0199,Completed,99.65,4.1,32,Wallet,
T005173,2026-02-23,18:03:00,L008,Ghatkopar,L003,Powai,D0077,V0287,Completed,162.15,8.25,62,Wallet,
T005174,2026-02-08,19:52:00,L009,Vashi,L011,Airoli,D0287,V0209,Completed,62.12,1.0,18,UPI,
T005175,2026-04-13,17:21:00,L012,Ghansoli,L003,Powai,D0272,V0177,Completed,225.14,14.29,71,Cash,
T005176,2026-06-19,08:27:00,L002,Bandra,L005,Thane,D0049,V0222,Completed,162.28,6.52,49,UPI,
T005177,2026-04-28,17:31:00,L005,Thane,L012,Ghansoli,D0072,V0015,Completed,99.72,2.64,32,UPI,
T005178,2026-02-16,17:18:00,L001,Andheri,L008,Ghatkopar,D0292,V0117,Completed,108.77,3.65,31,UPI,
T005179,2026-01-13,21:32:00,L006,Dadar,L010,Nerul,D0052,V0179,Completed,209.83,8.45,40,Cash,
T005180,2026-03-17,16:28:00,L009,Vashi,L005,Thane,D0023,V0158,Completed,98.16,3.42,21,Wallet,
T005181,2026-05-13,14:52:00,L010,Nerul,L006,Dadar,D0040,V0166,Completed,403.24,18.95,103,Cash,
T005182,2026-06-01,07:41:00,L004,Kurla,L008,Ghatkopar,D0299,V0018,Completed,135.25,5.98,41,UPI,
T005183,2026-03-20,18:54:00,L007,Borivali,L012,Ghansoli,D0121,V0118,Completed,292.96,16.78,104,Wallet,
T005184,2026-01-26,10:57:00,L006,Dadar,L011,Airoli,D0296,V0096,Completed,146.74,7.38,55,Debit Card,
T005185,2026-05-06,19:29:00,L005,Thane,L002,Bandra,D0222,V0173,Completed,237.74,10.5,62,Debit Card,
T005186,2026-05-23,11:26:00,L004,Kurla,L011,Airoli,D0227,V0052,Completed,223.62,10.08,48,UPI,
T005187,2026-01-25,22:51:00,L009,Vashi,L006,Dadar,D0191,V0071,Completed,119.64,4.51,34,Debit Card,
T005188,2026-03-19,15:10:00,L006,Dadar,L007,Borivali,D0127,V0140,Completed,184.52,10.59,54,UPI,
T005189,2026-01-21,02:42:00,L009,Vashi,L004,Kurla,D0061,V0138,Completed,110.92,4.83,37,UPI,
T005190,2026-01-23,18:02:00,L002,Bandra,L011,Airoli,D0233,V0157,Completed,79.94,1.5,14,Debit Card,
T005191,2026-05-26,14:37:00,L005,Thane,L003,Powai,D0097,V0257,Completed,128.6,5.59,39,Wallet,
T005192,2026-02-09,09:49:00,L008,Ghatkopar,L012,Ghansoli,D0005,V0261,Cancelled,0.0,2.32,18,Debit Card,Wrong pickup location
T005193,2026-06-14,19:28:00,L005,Thane,L012,Ghansoli,D0099,V0210,Completed,113.11,4.7,28,Credit Card,
T005194,2026-06-23,14:11:00,L007,Borivali,L010,Nerul,D0056,V0164,Completed,147.11,6.37,46,Wallet,
T005195,2026-06-10,07:55:00,L001,Andheri,L008,Ghatkopar,D0090,V0293,Completed,104.23,3.08,20,Wallet,
T005196,2026-06-15,14:01:00,L009,Vashi,L007,Borivali,D0124,V0107,Completed,191.96,9.59,51,Wallet,
T005197,2026-04-23,21:55:00,L001,Andheri,L009,Vashi,D0089,V0292,Cancelled,0.0,4.78,25,Credit Card,Driver cancelled
T005198,2026-06-29,20:32:00,L001,Andheri,L003,Powai,D0286,V0156,Completed,85.11,2.25,21,Cash,
T005199,2026-04-18,18:42:00,L007,Borivali,L009,Vashi,D0142,V0152,Completed,107.78,3.13,28,Debit Card,
T005200,2026-06-03,05:18:00,L008,Ghatkopar,L006,Dadar,D0042,V0178,Completed,144.14,7.06,49,UPI,
T005201,2026-04-21,02:34:00,L003,Powai,L004,Kurla,D0265,V0076,Completed,144.43,5.41,35,Cash,
T005202,2026-06-02,15:00:00,L007,Borivali,L011,Airoli,D0247,V0283,Completed,186.93,8.03,45,Cash,
T005203,2026-01-02,17:09:00,L003,Powai,L002,Bandra,D0066,V0264,Completed,146.83,7.1,38,Credit Card,
T005204,2026-05-18,19:49:00,L003,Powai,L012,Ghansoli,D0077,V0117,Completed,90.53,2.88,20,Credit Card,
T005205,2026-01-19,20:56:00,L007,Borivali,L001,Andheri,D0265,V0110,Completed,100.86,4.02,40,Wallet,
T005206,2026-05-30,17:17:00,L009,Vashi,L011,Airoli,D0086,V0085,Completed,205.44,11.59,81,Credit Card,
T005207,2026-04-19,19:25:00,L002,Bandra,L010,Nerul,D0299,V0291,Completed,110.01,3.31,18,Debit Card,
T005208,2026-02-20,07:58:00,L002,Bandra,L004,Kurla,D0117,V0229,Cancelled,0.0,17.03,110,UPI,Long waiting time
T005209,2026-03-30,18:52:00,L005,Thane,L008,Ghatkopar,D0068,V0080,Completed,86.26,1.82,19,Wallet,
T005210,2026-06-24,17:31:00,L005,Thane,L003,Powai,D0090,V0176,Completed,188.97,11.34,77,Debit Card,
T005211,2026-03-06,15:51:00,L006,Dadar,L011,Airoli,D0027,V0269,Completed,163.58,6.05,48,Cash,
T005212,2026-01-13,19:56:00,L001,Andheri,L007,Borivali,D0003,V0282,Completed,96.11,2.9,28,Debit Card,
T005213,2026-06-20,12:48:00,L006,Dadar,L009,Vashi,D0183,V0298,Completed,173.3,6.92,49,Credit Card,
T005214,2026-04-30,20:14:00,L004,Kurla,L006,Dadar,D0114,V0257,Completed,117.29,3.41,34,Cash,
T005215,2026-03-05,16:59:00,L012,Ghansoli,L010,Nerul,D0150,V0029,Completed,123.74,4.23,31,Debit Card,
T005216,2026-04-08,19:39:00,L003,Powai,L008,Ghatkopar,D0269,V0062,Completed,126.42,4.87,32,Debit Card,
T005217,2026-02-09,10:02:00,L010,Nerul,L006,Dadar,D0082,V0082,Completed,207.18,10.75,54,UPI,
T005218,2026-04-26,18:57:00,L008,Ghatkopar,L003,Powai,D0028,V0041,Completed,99.66,3.97,28,Debit Card,
T005219,2026-03-24,17:21:00,L012,Ghansoli,L007,Borivali,D0233,V0236,Completed,149.29,7.7,48,Debit Card,
T005220,2026-04-27,18:55:00,L005,Thane,L012,Ghansoli,D0261,V0289,Cancelled,0.0,11.03,77,Debit Card,Driver cancelled
T005221,2026-06-10,15:57:00,L012,Ghansoli,L009,Vashi,D0027,V0121,Completed,184.94,6.79,36,Wallet,
T005222,2026-02-04,08:43:00,L012,Ghansoli,L001,Andheri,D0005,V0287,Completed,185.1,8.53,51,UPI,
T005223,2026-03-23,18:50:00,L011,Airoli,L001,Andheri,D0101,V0100,Completed,173.92,6.34,51,UPI,
T005224,2026-02-18,19:17:00,L004,Kurla,L002,Bandra,D0128,V0226,Completed,191.31,9.45,50,UPI,
T005225,2026-03-11,16:32:00,L011,Airoli,L012,Ghansoli,D0280,V0056,Completed,86.18,2.19,21,Wallet,
T005226,2026-04-29,08:44:00,L003,Powai,L011,Airoli,D0299,V0069,Completed,322.8,16.07,84,Cash,
T005227,2026-05-14,09:51:00,L012,Ghansoli,L011,Airoli,D0295,V0277,Completed,114.38,3.78,29,Debit Card,
T005228,2026-02-15,03:27:00,L008,Ghatkopar,L009,Vashi,D0213,V0101,Cancelled,0.0,6.09,48,Debit Card,Wrong pickup location
T005229,2026-01-18,21:48:00,L005,Thane,L009,Vashi,D0202,V0246,Completed,70.96,1.07,20,Debit Card,
T005230,2026-03-07,09:17:00,L010,Nerul,L002,Bandra,D0062,V0280,Completed,111.91,4.39,26,Cash,
T005231,2026-04-23,19:11:00,L006,Dadar,L008,Ghatkopar,D0118,V0008,Completed,178.33,7.92,56,Cash,
T005232,2026-03-28,15:11:00,L004,Kurla,L001,Andheri,D0068,V0083,Completed,327.39,17.47,93,Credit Card,
T005233,2026-02-10,07:22:00,L003,Powai,L008,Ghatkopar,D0076,V0124,Completed,184.15,9.74,47,UPI,
T005234,2026-04-09,12:55:00,L004,Kurla,L009,Vashi,D0082,V0214,Completed,122.45,4.67,41,Debit Card,
T005235,2026-04-23,14:41:00,L010,Nerul,L009,Vashi,D0141,V0209,Completed,82.96,1.68,16,Credit Card,
T005236,2026-06-13,21:18:00,L001,Andheri,L010,Nerul,D0196,V0276,Completed,342.37,14.89,96,Wallet,
T005237,2026-05-10,15:27:00,L012,Ghansoli,L005,Thane,D0206,V0082,Completed,121.29,4.5,35,Cash,
T005238,2026-04-10,19:20:00,L004,Kurla,L010,Nerul,D0002,V0279,Cancelled,0.0,7.91,35,Debit Card,Driver cancelled
T005239,2026-05-19,09:56:00,L002,Bandra,L009,Vashi,D0081,V0210,Completed,128.13,4.68,31,Debit Card,
T005240,2026-06-23,18:13:00,L003,Powai,L006,Dadar,D0029,V0264,Completed,199.57,8.6,49,Cash,
T005241,2026-05-02,22:16:00,L011,Airoli,L005,Thane,D0190,V0136,Completed,312.45,14.46,75,Debit Card,
T005242,2026-02-11,14:58:00,L008,Ghatkopar,L012,Ghansoli,D0090,V0149,Completed,240.08,10.66,66,Debit Card,
T005243,2026-01-20,14:01:00,L007,Borivali,L009,Vashi,D0199,V0231,Completed,119.32,5.33,37,UPI,
T005244,2026-06-24,19:07:00,L004,Kurla,L008,Ghatkopar,D0220,V0273,Completed,241.77,15.12,73,Wallet,
T005245,2026-02-03,10:46:00,L010,Nerul,L004,Kurla,D0016,V0279,Completed,379.37,19.95,133,Wallet,
T005246,2026-01-18,08:04:00,L003,Powai,L002,Bandra,D0083,V0208,Completed,211.29,12.51,87,Debit Card,
T005247,2026-05-03,06:11:00,L007,Borivali,L003,Powai,D0088,V0167,Completed,115.14,4.79,41,Credit Card,
T005248,2026-04-18,07:49:00,L009,Vashi,L005,Thane,D0149,V0118,Completed,202.87,11.35,59,Wallet,
T005249,2026-03-07,02:57:00,L002,Bandra,L003,Powai,D0182,V0068,Completed,203.67,12.42,60,UPI,
T005250,2026-05-19,07:48:00,L011,Airoli,L002,Bandra,D0079,V0150,Completed,133.05,5.41,44,Debit Card,
T005251,2026-05-12,08:12:00,L002,Bandra,L008,Ghatkopar,D0087,V0137,Completed,345.31,19.95,118,Cash,
T005252,2026-05-05,13:56:00,L011,Airoli,L009,Vashi,D0133,V0272,Completed,298.56,14.04,86,Debit Card,
T005253,2026-05-07,16:54:00,L002,Bandra,L009,Vashi,D0149,V0168,Completed,149.89,5.62,35,Credit Card,
T005254,2026-06-09,18:22:00,L004,Kurla,L009,Vashi,D0173,V0047,Cancelled,0.0,4.78,30,Wallet,Long waiting time
T005255,2026-06-24,11:51:00,L010,Nerul,L004,Kurla,D0130,V0028,Cancelled,0.0,12.24,58,Cash,Wrong pickup location
T005256,2026-04-26,18:38:00,L010,Nerul,L008,Ghatkopar,D0085,V0072,Completed,477.64,23.39,156,Credit Card,
T005257,2026-01-13,07:11:00,L006,Dadar,L010,Nerul,D0128,V0061,Completed,96.03,2.34,21,Cash,
T005258,2026-04-06,09:18:00,L011,Airoli,L010,Nerul,D0188,V0162,Completed,188.74,8.88,43,Credit Card,
T005259,2026-05-20,07:16:00,L007,Borivali,L008,Ghatkopar,D0226,V0077,Completed,228.17,11.22,67,Cash,
T005260,2026-05-25,01:28:00,L006,Dadar,L002,Bandra,D0209,V0104,Completed,269.08,14.38,75,Debit Card,
T005261,2026-06-09,21:00:00,L010,Nerul,L012,Ghansoli,D0297,V0020,Completed,200.82,11.29,62,UPI,
T005262,2026-05-08,12:34:00,L001,Andheri,L004,Kurla,D0205,V0036,Completed,115.51,4.54,35,UPI,
T005263,2026-06-23,18:38:00,L002,Bandra,L010,Nerul,D0186,V0196,Completed,87.76,2.1,22,Credit Card,
T005264,2026-05-24,10:40:00,L005,Thane,L010,Nerul,D0092,V0065,Completed,113.69,5.19,42,Cash,
T005265,2026-02-04,20:14:00,L006,Dadar,L002,Bandra,D0042,V0250,Completed,238.54,11.04,81,Cash,
T005266,2026-04-17,17:59:00,L009,Vashi,L012,Ghansoli,D0024,V0180,Completed,115.87,4.17,24,Credit Card,
T005267,2026-02-28,11:44:00,L002,Bandra,L008,Ghatkopar,D0192,V0099,Completed,351.79,15.85,69,UPI,
T005268,2026-05-19,18:16:00,L006,Dadar,L007,Borivali,D0103,V0040,Completed,149.56,5.95,40,Debit Card,
T005269,2026-01-27,19:26:00,L006,Dadar,L001,Andheri,D0271,V0275,Completed,129.3,3.97,31,Wallet,
T005270,2026-03-23,08:30:00,L010,Nerul,L011,Airoli,D0245,V0276,Cancelled,0.0,9.57,69,Wallet,Driver unavailable
T005271,2026-06-09,13:04:00,L002,Bandra,L010,Nerul,D0282,V0260,Completed,147.21,5.51,33,Cash,
T005272,2026-02-16,06:40:00,L008,Ghatkopar,L009,Vashi,D0166,V0151,Completed,140.74,4.68,32,Debit Card,
T005273,2026-01-06,13:33:00,L011,Airoli,L006,Dadar,D0174,V0283,Completed,402.73,21.61,128,Credit Card,
T005274,2026-04-17,10:46:00,L004,Kurla,L003,Powai,D0239,V0187,Completed,123.9,4.15,33,Credit Card,
T005275,2026-04-20,12:30:00,L008,Ghatkopar,L001,Andheri,D0044,V0177,Completed,126.5,5.06,40,Wallet,
T005276,2026-05-25,16:34:00,L001,Andheri,L006,Dadar,D0065,V0231,Cancelled,0.0,9.66,56,Credit Card,Long waiting time
T005277,2026-04-12,09:06:00,L007,Borivali,L012,Ghansoli,D0143,V0210,Completed,317.93,15.69,112,Wallet,
T005278,2026-02-21,20:15:00,L008,Ghatkopar,L006,Dadar,D0169,V0276,Completed,175.02,9.05,54,UPI,
T005279,2026-03-09,17:41:00,L003,Powai,L006,Dadar,D0147,V0262,Completed,162.74,7.04,44,Cash,
T005280,2026-01-03,21:51:00,L007,Borivali,L006,Dadar,D0107,V0133,Completed,335.14,23.22,119,UPI,
T005281,2026-01-06,07:34:00,L002,Bandra,L001,Andheri,D0021,V0011,Completed,124.14,4.88,31,UPI,
T005282,2026-04-30,16:32:00,L012,Ghansoli,L009,Vashi,D0208,V0132,Completed,143.8,4.9,40,Debit Card,
T005283,2026-02-06,22:44:00,L008,Ghatkopar,L007,Borivali,D0177,V0002,Completed,131.78,4.2,33,Cash,
T005284,2026-04-01,05:05:00,L003,Powai,L010,Nerul,D0060,V0186,Cancelled,0.0,8.67,52,Wallet,Customer cancelled
T005285,2026-05-04,06:37:00,L008,Ghatkopar,L007,Borivali,D0202,V0060,Completed,108.92,3.27,28,Cash,
T005286,2026-02-24,16:07:00,L011,Airoli,L001,Andheri,D0243,V0023,Completed,87.62,2.6,22,UPI,
T005287,2026-05-19,08:35:00,L007,Borivali,L005,Thane,D0295,V0060,Completed,132.56,5.04,35,Cash,
T005288,2026-01-25,21:13:00,L004,Kurla,L002,Bandra,D0164,V0116,Completed,70.52,1.6,15,Debit Card,
T005289,2026-03-15,06:01:00,L011,Airoli,L004,Kurla,D0232,V0179,Completed,180.43,7.91,39,Debit Card,
T005290,2026-06-27,12:43:00,L010,Nerul,L009,Vashi,D0096,V0098,Completed,220.36,8.68,50,Cash,
T005291,2026-04-24,16:02:00,L003,Powai,L009,Vashi,D0149,V0212,Completed,217.61,9.72,55,UPI,
T005292,2026-01-18,07:42:00,L010,Nerul,L011,Airoli,D0291,V0042,Completed,222.83,11.69,79,Credit Card,
T005293,2026-02-18,20:21:00,L010,Nerul,L006,Dadar,D0122,V0004,Completed,122.99,5.15,37,Debit Card,
T005294,2026-01-15,11:39:00,L005,Thane,L006,Dadar,D0291,V0052,Completed,225.01,14.54,63,UPI,
T005295,2026-06-13,19:32:00,L009,Vashi,L011,Airoli,D0244,V0001,Completed,260.09,13.61,66,Credit Card,
T005296,2026-02-03,05:58:00,L002,Bandra,L001,Andheri,D0018,V0147,Completed,93.01,2.9,26,UPI,
T005297,2026-01-11,20:33:00,L005,Thane,L009,Vashi,D0221,V0161,Completed,162.32,6.36,39,Wallet,
T005298,2026-04-09,19:11:00,L003,Powai,L010,Nerul,D0029,V0165,Completed,65.68,1.0,10,UPI,
T005299,2026-03-30,22:24:00,L008,Ghatkopar,L004,Kurla,D0074,V0111,Completed,314.54,14.67,98,UPI,
T005300,2026-04-30,23:53:00,L007,Borivali,L005,Thane,D0265,V0253,Completed,277.6,11.55,62,Cash,
T005301,2026-05-24,17:36:00,L011,Airoli,L006,Dadar,D0043,V0237,Completed,293.49,16.87,96,Debit Card,
T005302,2026-01-06,04:33:00,L004,Kurla,L012,Ghansoli,D0004,V0229,Completed,84.43,1.81,17,Credit Card,
T005303,2026-03-29,08:10:00,L008,Ghatkopar,L012,Ghansoli,D0158,V0111,Completed,216.89,9.22,48,Cash,
T005304,2026-02-02,11:27:00,L004,Kurla,L005,Thane,D0272,V0108,Completed,129.21,4.42,42,Cash,
T005305,2026-01-01,06:57:00,L007,Borivali,L005,Thane,D0218,V0248,Completed,64.69,1.05,11,UPI,
T005306,2026-06-04,22:47:00,L005,Thane,L002,Bandra,D0278,V0162,Completed,252.53,12.69,61,UPI,
T005307,2026-01-31,18:01:00,L005,Thane,L004,Kurla,D0112,V0019,Completed,79.58,2.38,22,Wallet,
T005308,2026-05-31,20:15:00,L005,Thane,L001,Andheri,D0297,V0210,Completed,213.22,8.42,44,Debit Card,
T005309,2026-05-09,10:33:00,L007,Borivali,L006,Dadar,D0168,V0267,Completed,109.18,4.39,27,Debit Card,
T005310,2026-04-23,12:22:00,L008,Ghatkopar,L006,Dadar,D0188,V0223,Completed,196.95,7.44,55,Wallet,
T005311,2026-02-14,15:21:00,L001,Andheri,L002,Bandra,D0108,V0075,Completed,269.27,11.79,57,Credit Card,
T005312,2026-06-06,10:54:00,L003,Powai,L002,Bandra,D0218,V0198,Completed,149.95,7.46,58,Wallet,
T005313,2026-01-27,22:38:00,L009,Vashi,L008,Ghatkopar,D0039,V0148,Completed,105.59,3.21,19,Debit Card,
T005314,2026-05-08,14:14:00,L002,Bandra,L003,Powai,D0130,V0026,Completed,438.29,21.95,104,Cash,
T005315,2026-04-07,07:14:00,L002,Bandra,L008,Ghatkopar,D0174,V0180,Completed,138.85,5.21,38,Debit Card,
T005316,2026-04-30,17:13:00,L001,Andheri,L012,Ghansoli,D0223,V0164,Cancelled,0.0,3.75,24,Debit Card,Long waiting time
T005317,2026-03-18,21:40:00,L007,Borivali,L010,Nerul,D0035,V0177,Completed,148.83,6.21,52,UPI,
T005318,2026-06-13,09:31:00,L009,Vashi,L006,Dadar,D0271,V0053,Cancelled,0.0,1.85,25,Credit Card,Customer cancelled
T005319,2026-05-26,16:45:00,L004,Kurla,L007,Borivali,D0273,V0240,Completed,108.46,4.03,34,Credit Card,
T005320,2026-04-12,06:59:00,L012,Ghansoli,L006,Dadar,D0181,V0187,Completed,150.57,5.45,29,Wallet,
T005321,2026-02-01,16:25:00,L010,Nerul,L007,Borivali,D0054,V0045,Completed,148.6,7.88,45,UPI,
T005322,2026-05-09,14:08:00,L010,Nerul,L008,Ghatkopar,D0005,V0041,Completed,143.78,6.84,55,UPI,
T005323,2026-04-02,19:10:00,L011,Airoli,L005,Thane,D0096,V0031,Completed,218.39,9.24,49,Debit Card,
T005324,2026-06-09,19:30:00,L007,Borivali,L010,Nerul,D0006,V0176,Completed,170.54,6.4,36,Wallet,
T005325,2026-02-02,18:49:00,L002,Bandra,L010,Nerul,D0153,V0230,Completed,284.12,13.51,84,Cash,
T005326,2026-05-08,18:02:00,L012,Ghansoli,L008,Ghatkopar,D0127,V0065,Completed,242.7,10.33,64,UPI,
T005327,2026-02-16,09:02:00,L004,Kurla,L005,Thane,D0261,V0289,Completed,183.83,8.76,57,Credit Card,
T005328,2026-02-22,23:56:00,L002,Bandra,L008,Ghatkopar,D0071,V0041,Completed,330.29,14.97,90,Debit Card,
T005329,2026-02-23,19:04:00,L002,Bandra,L009,Vashi,D0198,V0233,Completed,293.99,14.97,96,Wallet,
T005330,2026-02-23,11:43:00,L006,Dadar,L005,Thane,D0152,V0186,Completed,149.21,7.2,34,UPI,
T005331,2026-02-08,12:57:00,L008,Ghatkopar,L001,Andheri,D0296,V0298,Completed,119.72,5.02,27,UPI,
T005332,2026-03-29,09:00:00,L008,Ghatkopar,L007,Borivali,D0131,V0248,Completed,165.79,7.68,55,Cash,
T005333,2026-06-11,17:12:00,L007,Borivali,L009,Vashi,D0057,V0098,Completed,158.36,6.01,45,Credit Card,
T005334,2026-05-22,17:49:00,L008,Ghatkopar,L003,Powai,D0012,V0226,Completed,134.4,4.87,39,Wallet,
T005335,2026-03-12,11:19:00,L001,Andheri,L003,Powai,D0068,V0083,Completed,180.63,7.47,48,Cash,
T005336,2026-01-25,16:03:00,L007,Borivali,L008,Ghatkopar,D0065,V0172,Completed,170.28,8.57,54,Credit Card,
T005337,2026-03-31,20:07:00,L012,Ghansoli,L010,Nerul,D0020,V0208,Completed,175.23,10.0,51,UPI,
T005338,2026-05-23,08:26:00,L004,Kurla,L012,Ghansoli,D0142,V0152,Completed,250.68,16.51,100,Wallet,
